status,copyright,response.docs.abstract,response.docs.web_url,response.docs.snippet,response.docs.lead_paragraph,response.docs.print_section,response.docs.print_page,response.docs.source,response.docs.multimedia,response.docs.keywords,response.docs.pub_date,response.docs.document_type,response.docs.news_desk,response.docs.section_name,response.docs.type_of_material,response.docs._id,response.docs.word_count,response.docs.uri,response.docs.subsection_name,response.docs.headline.main,response.docs.headline.kicker,response.docs.headline.content_kicker,response.docs.headline.print_headline,response.docs.headline.name,response.docs.headline.seo,response.docs.headline.sub,response.docs.byline.original,response.docs.byline.person,response.docs.byline.organization,response.meta.hits,response.meta.offset,response.meta.time
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.," Frost on the Kale    Q.  We have always grown Scotch curled kale, and this year we also tried Red Russian and lacinato. All three are delicious, but while comparing them we suddenly wondered: why does kale taste better after a frost?    A.  That's true not only of kale, but also of any cold-tolerant member of the brassica, or cole crop, family. Members of this select group include winter cabbage, collards and brussels sprouts, which many connoisseurs will not eat until they (the sprouts, not the connoisseurs) have endured at least one or two frosty nights.  ",https://www.nytimes.com/2002/10/31/garden/garden-q-a.html,,Frost on the Kale,F,2,The New York Times,,,2002-10-31T05:00:00+0000,article,House & Home/Style Desk,Home & Garden,Question,nyt://article/351439e7-5e74-52b0-9bd7-1e31eeed73c2,598,nyt://article/351439e7-5e74-52b0-9bd7-1e31eeed73c2,NA,GARDEN Q.& A.,NA,NA,GARDEN Q.& A.,NA,NA,NA,By Leslie Land,,NA,358,90,15
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"THE Halloween ladybugs are swarming -- in numbers suitable for a Hitchcock film. They came from Asia, to Louisiana, to Georgia, and now they are in New York. In fact, throughout the Northeast, houses have been invaded by hundreds or thousands of the orange and black pill-size beetles, causing the human inhabitants to rush to their telephones in alarm. 

Since mid-October, the Cornell Cooperative Extension office in Millbrook, N.Y., (a sort of 911 for ecological emergencies) has fielded several hundred calls about ladybug swarms outside and inside Dutchess County homes. The Massachusetts Audubon Society's wildlife sanctuary in Lenox has also been deluged with calls. The bugs have been sighted as far north as Maine. There are even reports of a true catastrophe for a New England autumn -- guests have threatened to leave bed and breakfast inns because of the beetles.",https://www.nytimes.com/1995/10/31/science/swarming-halloween-bugs-eat-aphids-haunt-humans.html,"THE Halloween ladybugs are swarming -- in numbers suitable for a Hitchcock film. They came from Asia, to Louisiana, to Georgia, and now they are in New York. In fact, throughout the Northeast, houses have been invaded by hundreds or thousands of t...","THE Halloween ladybugs are swarming -- in numbers suitable for a Hitchcock film. They came from Asia, to Louisiana, to Georgia, and now they are in New York. In fact, throughout the Northeast, houses have been invaded by hundreds or thousands of the orange and black pill-size beetles, causing the human inhabitants to rush to their telephones in alarm. ",C,1,The New York Times,,,1995-10-31T05:00:00+0000,article,Science Desk,Science,News,nyt://article/4a592099-9354-598c-b51a-3bd9e790f99e,1883,nyt://article/4a592099-9354-598c-b51a-3bd9e790f99e,NA,"Swarming Halloween Bugs Eat Aphids, Haunt Humans",NA,NA,"Swarming Halloween Bugs Eat Aphids, Haunt Humans",NA,NA,NA,By Les Line,,NA,358,90,15
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"THE Halloween ladybugs are swarming -- in numbers suitable for a Hitchcock film. They came from Asia, to Louisiana, to Georgia, and now they are in New York. In fact, throughout the Northeast, houses have been invaded by hundreds or thousands of the orange and black pill-size beetles, causing the human inhabitants to rush to their telephones in alarm. 

     Since mid-October, the Cornell Cooperative Extension office in Millbrook, N.Y., (a sort of 911 for ecological emergencies) has fielded several hundred calls about ladybug swarms outside and inside Dutchess County homes. The Massachusetts Audubon Society's wildlife sanctuary in Lenox has also been deluged with calls. The bugs have been sighted as far north as Maine. There are  even reports of a true catastrophe for a New England autumn -- guests have threatened to leave bed and breakfast inns because of the beetles.",https://www.nytimes.com/1995/10/31/science/swarming-halloween-bugs-eat-aphids-haunt-humans.html,"THE Halloween ladybugs are swarming -- in numbers suitable for a Hitchcock film. They came from Asia, to Louisiana, to Georgia, and now they are in New York. In fact, throughout the Northeast, houses have been invaded by hundreds or thousands of t...","THE Halloween ladybugs are swarming -- in numbers suitable for a Hitchcock film. They came from Asia, to Louisiana, to Georgia, and now they are in New York. In fact, throughout the Northeast, houses have been invaded by hundreds or thousands of the orange and black pill-size beetles, causing the human inhabitants to rush to their telephones in alarm. ",C,1,The New York Times,,,1995-10-31T05:00:00+0000,article,Science Desk,Science,News,nyt://article/c634c42d-8eee-5515-a062-bfb2c1749eaf,1925,nyt://article/c634c42d-8eee-5515-a062-bfb2c1749eaf,NA,"Swarming Halloween Bugs Eat Aphids, Haunt Humans",NA,NA,"Swarming Halloween Bugs Eat Aphids, Haunt Humans",NA,NA,NA,By Les Line,,NA,358,100,45
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.," Blotch Is Back    Q.  Last summer the leaves of our neighborhood horse chestnuts turned brown and became dry and brittle. We have had enough rain this year but I'm beginning to see the same thing starting again, so it isn't a lack of water. Whatever it is, it is getting more serious. Is there anything I should be doing?    A.  Horse chestnut leaf blotch, a disease that affects several species of Aesculus (horse chestnut and buckeye), is more ugly than it is dangerous. What at first appear to be small water-soaked areas on a leaf soon turn reddish brown, frequently with a yellow edge. Eventually the areas enlarge out to the leaf edge, drying and curling them, and generally looking like blowtorch leftovers.  ",https://www.nytimes.com/2001/07/05/garden/garden-q-a.html,,Blotch Is Back,F,2,The New York Times,,,2001-07-05T05:00:00+0000,article,House & Home/Style Desk,Home & Garden,Question,nyt://article/36535634-6479-5cd2-8b9c-22231c718122,620,nyt://article/36535634-6479-5cd2-8b9c-22231c718122,NA,GARDEN Q.& A.,NA,NA,GARDEN Q.& A.,NA,NA,NA,By Dora Galitzki,,NA,358,100,45
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.," Divided They Wither    Q. We had beautiful red hot pokers in Texas, so when we moved to Connecticut we planted them again. For six years they produced large flowers, but last year we got only leaves. Was it the weather or do they need dividing?    A. Division is a problem, not a solution. Red hot pokers, aka torch lilies (Kniphofia spp.), respond to it by refusing to bloom, often for years.  ",https://www.nytimes.com/2005/04/21/garden/divided-they-wither.html,"Divided They Wither    Q. We had beautiful red hot pokers in Texas, so when we moved to Connecticut we planted them again. For six years they produced large flowers, but last year we got only leaves. Was it the weather or do they need dividing?   ...",Divided They Wither,F,2,The New York Times,,,2005-04-21T05:00:00+0000,article,House & Home/Style Desk,Style,Question,nyt://article/3a4aeb1e-8a21-5f88-b7b4-92842017a395,594,nyt://article/3a4aeb1e-8a21-5f88-b7b4-92842017a395,NA,Divided They Wither,Garden Q & A,NA,Garden Q&A,NA,NA,NA,By Leslie Land,,NA,358,100,45
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Harry Zirlin awaits trial on his federal lawsuit against Scarsdale, NY, alleging unlawful arrest and illegal search and seizure; case arises out of incident in December 2001 when Zirlin, who is naturalist, was in woods collecting insects and police handcuffed him after getting report of suspicious activity; photo (M)",https://www.nytimes.com/2004/07/25/nyregion/our-towns-handcuffed-in-scarsdale-for-the-crime-of-beetlemania.html,"Harry Zirlin awaits trial on his federal lawsuit against Scarsdale, NY, alleging unlawful arrest and illegal search and seizure; case arises out of incident in December 2001 when Zirlin, who is naturalist, was in woods collecting insects and polic...","FIRST came semi-comic confusion. One minute he was alone in the woods, collecting beetles in glass jars, and then he saw police cars with lights flashing and officers running toward him yelling, ''Come out of there.'' Baffled, he said the only thing that came into his mind: ''Me?''",1,25,The New York Times,,,2004-07-25T05:00:00+0000,article,Metropolitan Desk,New York,News,nyt://article/9a6119bc-cbbc-597e-8e9e-26501ca5cd8b,889,nyt://article/9a6119bc-cbbc-597e-8e9e-26501ca5cd8b,NA,"Our Towns; Handcuffed in Scarsdale, for the Crime of Beetlemania",NA,NA,"Our Towns; Handcuffed in Scarsdale, for the Crime of Beetlemania",NA,NA,NA,By Peter Applebome,,NA,358,100,45
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Op-Ed article by literature Prof Pearl Abraham on dealing with bugs, beetles and other creepy, crawly creatures around her home in Ancramdale, NY (M)",https://www.nytimes.com/2006/08/27/opinion/a-bugs-life.html,"Op-Ed article by literature Prof Pearl Abraham on dealing with bugs, beetles and other creepy, crawly creatures around her home in Ancramdale, NY (M)","Ancramdale, N.Y. - THE beep-beep of a bulldozer backing up sounded too close for comfort this morning. I followed the noise and found myself near the stone wall at the far end of the property my fiancé and I purchased ten years ago. Our new neighbor is having her stone wall, which was installed only last year, demolished. Seeing the damage a winter of freezing and thawing inflicts on a dry stone wall, she has decided to replace it with a low-maintenance wood fence instead. On the hill above, her house and barn are going up fast. I have exchanged the familiar grind of Con Ed jackhammers, ever-present on New York City streets, for the noise of country home construction.",WC,14,The New York Times,,,2006-08-27T05:00:00+0000,article,Westchester Weekly Desk,Opinion,Op-Ed,nyt://article/3f084fd3-70f6-5cdd-97d2-f0668bb104b8,756,nyt://article/3f084fd3-70f6-5cdd-97d2-f0668bb104b8,NA,A Bug’s Life,NA,NA,A Bug's Life,NA,NA,NA,By Pearl Abraham,,NA,358,100,45
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"The beetle bags filled up quickly, packed with the dead. ",https://www.nytimes.com/2006/08/27/opinion/27WEabraham.html,"The beetle bags filled up quickly, packed with the dead. ","Ancramdale, N.Y.",WE,13,The New York Times,,,2006-08-27T04:00:00+0000,article,OpEd,Opinion,Op-Ed,nyt://article/2bb1f625-81db-536a-bce0-919319966063,755,nyt://article/2bb1f625-81db-536a-bce0-919319966063,NA,A Bug’s Life,NA,NA,A Bug’s Life,NA,NA,NA,By Pearl Abraham,,NA,358,100,45
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"US says it will ban import of all Chinese goods shipped in raw wood packing material in effort to halt invasion of voracious Asian long-borned beetle; officials say wooden crates and pallets used to ship goods to North America sometimes harbor beetle, which has emerged from packing material after it arrives in warehouses to kill trees in five locations in New York and Chicago in last two years; ban is likely to result in delays or higher costs for a third to half of China's $62 billion in exports to US--at a time when China has already seen its export growth slowed by weak economies in other Asian countries; US Agriculture Sec Dan Glickman and Dr Isi A Siddiqui, Deputy Assistant Agriculture Sec, comment (M)",https://www.nytimes.com/1998/09/12/business/international-business-a-bug-turns-up-in-us-china-trade-relations.html,US says it will ban import of all Chinese goods shipped in raw wood packing material in effort to halt invasion of voracious Asian long-borned beetle; officials say wooden crates and pallets used to ship goods to North America sometimes harbor bee...,"To halt the invasion of a devastating insect pest, the United States said today that it would ban the import of all Chinese goods shipped in raw wood packing material, a move that is likely to strain China's economy -- as well as United States-China relations.",C,1,The New York Times,,,1998-09-12T05:00:00+0000,article,Business/Financial Desk,Business Day,News,nyt://article/0a6a967d-265b-54cd-89c0-7a55e13565e2,843,nyt://article/0a6a967d-265b-54cd-89c0-7a55e13565e2,NA,A Bug Turns Up in U.S.-China Trade Relations,INTERNATIONAL BUSINESS,NA,INTERNATIONAL BUSINESS; A Bug Turns Up in U.S.-China Trade Relations,NA,NA,NA,By Elisabeth Rosenthal,,NA,358,100,45
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Agriculture Department's Animal and Plant Health Inspection Service says infestation of Asian longhorned beetle in New York region has been contained; says number of trees infected has been declining since 2000, to fewer than 150 in year ending April 30; credits intensive inspections and preventive insecticide treatments...Mayoral papers of Rudolf W Giuliani are being prepared for research by private archivists, who say that they have finished and sent first 900 of 2,118 boxes of papers to New York City Municipal Archives; photos (M)",https://www.nytimes.com/2004/03/21/nyregion/following-up.html,"Agriculture Department's Animal and Plant Health Inspection Service says infestation of Asian longhorned beetle in New York region has been contained; says number of trees infected has been declining since 2000, to fewer than 150 in year ending Ap...","Beneath the Bark, An Enemy on the Run",1,25,The New York Times,,,2004-03-21T05:00:00+0000,article,Metropolitan Desk,New York,News,nyt://article/16074115-1fa2-5cf2-8431-a3925dd94f18,596,nyt://article/16074115-1fa2-5cf2-8431-a3925dd94f18,NA,FOLLOWING UP,NA,NA,FOLLOWING UP,NA,NA,NA,By Joseph P. Fried,,NA,358,100,45
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,Close-up photo of holly at Parvin State Park in New Jersey,https://www.nytimes.com/2001/12/14/arts/where-holly-reaches-40-feet-and-there-s-beauty-in-bugs.html,Close-up photo of holly at Parvin State Park in New Jersey,"A sprig of holly (left) may make you think of the cheerful shrubs with which we deck the seasonal halls, but for the real thing a trip to sites like Parvin State Park in New Jersey's Pittsgrove Township offers the delight of full-size holly trees. The enthusiast who ventures into these woods can enjoy an arboreal spectacle: clustered in groves or standing solitary with a near-Druidic force in the midst of winter brown, these trees -- 40 feet tall and full, with glossy green leaves and bright red berries that seem to demand a snowy backdrop -- shimmer with an irrepressible brightness. While you're there you may also notice what else is going on in the woods, like the bark on pine trees and the beds of club moss a few inches high. You may even find the time to connect with a wayward beetle.",E,35,The New York Times,,,2001-12-14T05:00:00+0000,article,Leisure/Weekend Desk,Arts,Summary,nyt://article/e72d5348-5afd-5b9c-860f-1089c91da1d8,154,nyt://article/e72d5348-5afd-5b9c-860f-1089c91da1d8,NA,Where Holly Reaches 40 Feet And There's Beauty in Bugs,NA,NA,Where Holly Reaches 40 Feet And There's Beauty in Bugs,NA,NA,NA,NA,,NA,358,100,45
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,A handful of American elms are beginning to cast their regal shade over the country's lawns and boulevards after decades of being ravaged by Dutch elm disease.,https://www.nytimes.com/2002/01/13/garden/once-devastated-elms-start-to-rebound.html,A handful of American elms are beginning to cast their regal shade over the country's lawns and boulevards after decades of being ravaged by Dutch elm disease.," MORE than 70 years after Dutch elm disease began to wipe out 90 percent of the magnificent American elms that lined the streets of so many cities and towns, a handful of resistant varieties are beginning to cast their regal shade over the country's lawns and boulevards. ",NA,NA,The New York Times,,,2002-01-13T05:00:00+0000,article,Home & Garden,Home & Garden,News,nyt://article/1e7fc499-9513-598e-a304-c7b212849b8e,954,nyt://article/1e7fc499-9513-598e-a304-c7b212849b8e,NA,"Once Devastated, Elms Start to Rebound",Cuttings,NA,"Once Devastated, Elms Start to Rebound",NA,NA,NA,By Anne Raver,,NA,358,100,45
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,Anne Raver Cuttings column on return of American elm trees 70 years after Dutch elm disease wiped out 90 percent of them; photo (M),https://www.nytimes.com/2002/01/13/nyregion/cuttings-after-devastating-blight-elms-rebound.html,Anne Raver Cuttings column on return of American elm trees 70 years after Dutch elm disease wiped out 90 percent of them; photo (M),"MORE than 70 years after Dutch elm disease began to wipe out 90 percent of the magnificent American elms that lined the streets of so many cities and towns, a handful of resistant varieties are beginning to cast their regal shade over the country's lawns and boulevards.",WC,14,The New York Times,,,2002-01-13T05:00:00+0000,article,Westchester Weekly Desk,New York,News,nyt://article/804c36da-797f-5266-a08d-1d0e902a3384,950,nyt://article/804c36da-797f-5266-a08d-1d0e902a3384,NA,"After Devastating Blight, Elms Rebound",CUTTINGS,NA,"CUTTINGS; After Devastating Blight, Elms Rebound",NA,NA,NA,By Anne Raver,,NA,358,110,45
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"MORE than 70 years after Dutch elm disease began to wipe out 90 percent of the magnificent American elms that lined the streets of so many cities and towns, a handful of resistant varieties are beginning to cast their regal shade over the country's lawns and boulevards.    The fungus that causes the disease -- Ophiostoma ulmi -- accidentally entered the United States in 1931 on elm logs shipped from France and headed for Cleveland.   ",https://www.nytimes.com/2002/01/13/nyregion/cuttings-after-a-blight-elms-rebound.html,,"MORE than 70 years after Dutch elm disease began to wipe out 90 percent of the magnificent American elms that lined the streets of so many cities and towns, a handful of resistant varieties are beginning to cast their regal shade over the country's lawns and boulevards.",LI,14,The New York Times,,,2002-01-13T05:00:00+0000,article,Long Island Weekly Desk,New York,News,nyt://article/add7624a-25fb-5419-9b4e-645ee58821b2,946,nyt://article/add7624a-25fb-5419-9b4e-645ee58821b2,NA,"After a Blight, Elms Rebound",CUTTINGS,NA,"CUTTINGS; After a Blight, Elms Rebound",NA,NA,NA,By Anne Raver,,NA,358,110,45
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"MORE than 70 years after Dutch elm disease began to wipe out 90 percent of the magnificent American elms that lined the streets of so many cities and towns, a handful of resistant varieties are beginning to cast their regal shade over the country's lawns and boulevards.    The fungus that causes the disease -- Ophiostoma ulmi -- accidentally entered the United States in 1931 on elm logs shipped from France and headed for Cleveland.   ",https://www.nytimes.com/2002/01/13/nyregion/cuttings-once-devastated-elms-start-to-rebound.html,,"MORE than 70 years after Dutch elm disease began to wipe out 90 percent of the magnificent American elms that lined the streets of so many cities and towns, a handful of resistant varieties are beginning to cast their regal shade over the country's lawns and boulevards.",14,11,The New York Times,,,2002-01-13T05:00:00+0000,article,The City Weekly Desk,New York,News,nyt://article/fcc96be8-2c82-5d71-8d0d-19159e72c4c3,950,nyt://article/fcc96be8-2c82-5d71-8d0d-19159e72c4c3,NA,"Once Devastated, Elms Start to Rebound",CUTTINGS,NA,"CUTTINGS; Once Devastated, Elms Start to Rebound",NA,NA,NA,By Anne Raver,,NA,358,110,45
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,Naturalist and Poet Diane Ackerman essay describes redwing blackbirds anting in her yard; drawing (M),https://www.nytimes.com/2004/08/24/science/morning-light-the-frenetic-dance-of-the-blackbird-and-the-ant.html,Naturalist and Poet Diane Ackerman essay describes redwing blackbirds anting in her yard; drawing (M),"Sometimes the whole world seems to be shedding its previous selves. Not just the local squirrels, but garter snakes and deer shed; we shed our top layer of skin every two weeks; and a surprising number of trees shed. The tall old sycamore in my yard is unpeeling right now. Each summer it strews the ground with bark scrolls, a pageant I find pretty and birds put to clever use.",F,3,The New York Times,,,2004-08-24T05:00:00+0000,article,Science Desk,Science,News,nyt://article/5943f75d-af5b-5b73-910e-d94cd47b6d5a,430,nyt://article/5943f75d-af5b-5b73-910e-d94cd47b6d5a,NA,The Frenetic Dance of the Blackbird and the Ant,MORNING LIGHT,NA,MORNING LIGHT; The Frenetic Dance of the Blackbird and the Ant,NA,NA,NA,By Diane Ackerman,,NA,358,110,45
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,The time is at hand for a great global bargain about forests. While intact forests have long been valued as source of commodities and as great repositories of biodiversity today they have additional value as immense repositories of carbon.,https://www.nytimes.com/2007/09/25/opinion/25iht-edlovejoy.1.7630643.html,,The time is at hand for a great global bargain about forests. While intact forests have long been valued as source of commodities and as great repositories of biodiversity today they have additional value as immense repositories of carbon.,NA,NA,International Herald Tribune,,,2007-09-25T05:00:00+0000,article,IHT News,Opinion,News,nyt://article/5e758dd9-ff77-52cc-a806-c112757efc0a,751,nyt://article/5e758dd9-ff77-52cc-a806-c112757efc0a,NA,The great forest bargain,NA,NA,The great forest bargain,NA,NA,NA,By Thomas E. Lovejoy,,NA,358,110,45
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,Entomologists have welcomed the below-zero temperatures as a good way to rid the region of some damaging pests.,https://www.nytimes.com/2014/01/09/nyregion/experts-cheer-the-deep-freeze-as-a-killer-of-invasive-insects.html,Entomologists have welcomed the below-zero temperatures as a good way to rid the region of some damaging pests.,"While some people were cursing a canceled flight or wishing they had donned an extra layer on Tuesday, when temperatures in the region took a deep dive, entomologists, foresters and naturalists were rooting for the mercury to drop even lower. That is because the extreme cold has the potential to beat back some of the invasive insects threatening treasured local tree and plant species.",A,16,The New York Times,,,2014-01-09T01:15:53+0000,article,Metro,New York,News,nyt://article/0c51f669-99e8-5f86-be9c-8e4025ee0843,831,nyt://article/0c51f669-99e8-5f86-be9c-8e4025ee0843,NA,"Celebrating Deep Freeze, Insect Experts See a Chance to Kill Off Invasive Species",NA,NA,"Celebrating Deep Freeze, Insect Experts See a Chance to Kill Off Invasive Species",NA,NA,NA,By Lisa W. Foderaro,,NA,358,110,45
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,Using new technology to pull carbon dioxide out of the atmosphere can help limit the damage wrought by global warming.,https://www.nytimes.com/2011/06/11/opinion/11iht-edlovejoy11.html,Using new technology to pull carbon dioxide out of the atmosphere can help limit the damage wrought by global warming.,"Carbon dioxide levels in the atmosphere are pushing 400 parts per million (p.p.m.) — up from the natural pre-industrial level of 280 p.p.m. Emissions for last year were the highest ever. Rather than drift along until a calamity galvanizes the world, and especially the United States, into precipitous action, the time to act is now.",NA,NA,International Herald Tribune,,,2011-06-10T13:03:14+0000,article,Editorial,Opinion,Op-Ed,nyt://article/d9cf9e49-87b0-52e5-8c3b-58e1a4e6b455,719,nyt://article/d9cf9e49-87b0-52e5-8c3b-58e1a4e6b455,NA,Geo-Engineering Can Help Save the Planet,I.H.T. Op-Ed Contributor,NA,Geo-Engineering Can Help Save the Planet,NA,NA,NA,By THOMAS E. LOVEJOY,,NA,358,110,45
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"The dispute over the Bialowieza Forest, home to old-growth trees and rare animals, is one of many between Poland’s governing party and the European Union.",https://www.nytimes.com/2018/02/20/world/europe/poland-bialowieza-forest-ecj.html,"The dispute over the Bialowieza Forest, home to old-growth trees and rare animals, is one of many between Poland’s governing party and the European Union.","WARSAW — Poland broke international law by drastically increasing logging in one of Europe’s last primeval woodlands, which is home to endangered animal species, an official of the European Court of Justice said on Tuesday.",A,8,The New York Times,,,2018-02-20T14:21:55+0000,article,Foreign,World,News,nyt://article/962eb24d-5115-54e0-8234-0b21053ad1a3,652,nyt://article/962eb24d-5115-54e0-8234-0b21053ad1a3,Europe,"Poland Broke Law by Logging Ancient Forest, E.U. Court Official Says",NA,NA,"Poland Broke Law by Logging Ancient Forest, E.U. Court Official Says",NA,NA,NA,By Joanna Berendt,,NA,358,110,45
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"The federal government has just finished construction on a zero-energy office building, the nation’s largest, and is hoping that commercial developers will follow its lead.",https://green.blogs.nytimes.com/2010/07/06/for-a-premier-lab-a-zero-energy-showcase/,"The federal government has just finished construction on a zero-energy office building, the nation’s largest, and is hoping that commercial developers will follow its lead.","The federal government has just finished construction on a zero-energy office building, the nation’s largest, and is hoping that commercial developers will follow its lead. The 222,000-square-foot Research Support Facility is on the Department of Energy’s National Renewable Energy Laboratory campus in Golden, Colo. Just over 800 employees will occupy the building once it officially opens in late August.",NA,NA,The New York Times,,,2010-07-06T11:26:47+0000,article,,Science,NA,nyt://article/38b6ed8e-9dba-5058-ae83-4c098fc31086,695,nyt://article/38b6ed8e-9dba-5058-ae83-4c098fc31086,Environment,"For a Premier Lab, a Zero-Energy Showcase",Green,NA,NA,NA,NA,NA,By Jim Witkin,,NA,358,110,45
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"James Gorman The Outsider column on winter walk through woods of Parvin State Farm in southern New Jersey, which has diversity of plant life and stands of 40-foot-tall holly trees; photos; map (M)",https://www.nytimes.com/2001/12/14/arts/the-outsider-small-wonders-in-the-winter-woods.html,"James Gorman The Outsider column on winter walk through woods of Parvin State Farm in southern New Jersey, which has diversity of plant life and stands of 40-foot-tall holly trees; photos; map (M)","It's a tossup which was more interesting, the holly or the beetle. I went looking for holly trees, and found them, 40 feet tall and full, with glossy green leaves and bright red berries that seemed to demand snow as a backdrop.",E,47,The New York Times,,,2001-12-14T05:00:00+0000,article,Leisure/Weekend Desk,Arts,News,nyt://article/b09125b9-efff-560a-8bc9-76f1aef8d27a,1694,nyt://article/b09125b9-efff-560a-8bc9-76f1aef8d27a,NA,Small Wonders in the Winter Woods,THE OUTSIDER,NA,THE OUTSIDER; Small Wonders in the Winter Woods,NA,NA,NA,By James Gorman,,NA,358,110,45
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,Ernest Schwiebert Outdoors column discusses flyfishing in summer months; drawing (M),https://www.nytimes.com/2003/08/03/sports/outdoors-dog-days-follow-a-cold-spring.html,Ernest Schwiebert Outdoors column discusses flyfishing in summer months; drawing (M),Our spring was misplaced.,8,12,The New York Times,,,2003-08-03T05:00:00+0000,article,Sports Desk,Sports,News,nyt://article/e735b8fc-a260-5330-bd0d-13c59b662650,1066,nyt://article/e735b8fc-a260-5330-bd0d-13c59b662650,NA,Dog Days Follow a Cold Spring,OUTDOORS,NA,OUTDOORS; Dog Days Follow a Cold Spring,NA,NA,NA,By Ernest Schwiebert,,NA,358,120,48
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,Hal Moore opens the holiday weekend with a nifty puzzle.,https://www.nytimes.com/2020/07/02/crosswords/daily-puzzle-2020-07-03.html,Hal Moore opens the holiday weekend with a nifty puzzle.,"FRIDAY PUZZLE — Never get cocky, that’s my motto. There I was, speeding through Hal Moore’s lively crossword, and I was very nearly done. All I had left was the western middle section of the grid.",NA,NA,The New York Times,,,2020-07-03T02:00:07+0000,article,Games,Crosswords & Games,News,nyt://article/7a491833-79ea-5fd6-bac6-9beddc666135,779,nyt://article/7a491833-79ea-5fd6-bac6-9beddc666135,NA,Hustler’s Game,"wordplay, the crossword column",NA,NA,NA,NA,NA,By Deb Amlen,,NA,358,120,48
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"  Without question, the dinkiest plant in my garden these last few seasons has been the American elm tree my father-in-law gave me three years ago. I realize that ""dinky"" is not a word often attached to elm trees -- ""graceful"" or ""venerable"" or even, in recent years, ""dead"" are a lot more like it. But there is no getting around the fact that the leafless, 14-inch chopstick that arrived in the mail from the Elm Research Institute in Harrisville, N.H., was a poor excuse for a tree. Swaddled in a sheet of The Manchester Union Leader, it had not even a single branch -- just a couple of bud-eyes at one end and a straggle of root hairs at the other.   I had formed a somewhat grander picture of my tree when Roy had first called to tell me it was on the way. He'd read a magazine article about the institute's American Liberty elm, a new strain bred for resistance to Dutch elm disease, the fungus that has brought down so many of America's elms over the past 60 years, and he thought I might like one. In the days before its arrival, I deliberated where in my yard an elm tree should go, and imagined its trunk climbing swiftly beside my driveway and then, as is the habit of American elms, opening all at once its tall, leafy canopy.",https://www.nytimes.com/1993/10/31/magazine/look-who-s-saving-elm.html,,"Without question, the dinkiest plant in my garden these last few seasons has been the American elm tree my father-in-law gave me three years ago. I realize that ""dinky"" is not a word often attached to elm trees -- ""graceful"" or ""venerable"" or even, in recent years, ""dead"" are a lot more like it. But there is no getting around the fact that the leafless, 14-inch chopstick that arrived in the mail from the Elm Research Institute in Harrisville, N.H., was a poor excuse for a tree. Swaddled in a sheet of The Manchester Union Leader, it had not even a single branch -- just a couple of bud-eyes at one end and a straggle of root hairs at the other.",6,92,The New York Times,,,1993-10-31T05:00:00+0000,article,Magazine Desk,Magazine,News,nyt://article/27e5e637-bd65-5904-888a-ebb0aa5b2073,1593,nyt://article/27e5e637-bd65-5904-888a-ebb0aa5b2073,NA,Look Who's Saving Elm,NA,NA,Look Who's Saving Elm,NA,NA,NA,By Michael Pollan,,NA,358,120,48
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,Megafires are scorching the West. More money is needed to fight them.,https://www.nytimes.com/2014/06/18/opinion/paying-for-the-forest-fire-next-time.html,Megafires are scorching the West. More money is needed to fight them.,"WE’RE just midway through June and have already witnessed major fires in California, Arizona, New Mexico and Alaska. Many of these wildfires have grown in heat, intensity and size in recent years, consuming millions of acres with disastrous consequences and costs. They have become the new reality in the Western United States. ",A,27,The New York Times,,,2014-06-17T23:52:42+0000,article,OpEd,Opinion,Op-Ed,nyt://article/e82bc8da-7828-50bc-ad65-55988950c3d3,737,nyt://article/e82bc8da-7828-50bc-ad65-55988950c3d3,NA,Paying for the Forest Fire Next Time,Op-Ed Contributors,NA,Paying for the Forest Fire Next Time,NA,NA,NA,By Dan Glickman and Harris Sherman,,NA,358,120,48
